編號,客家語,客語標音,華語詞義,例句,翻譯,備註,詞性1,詞性2,分類
3-79,入來,ngibˋ loiˋ,進來,"較緊入來啊！企在外頭做麼个？
入來坐。
提入來。","快點進來啊！站在外面做什麼？
進來坐。
拿進來。",,動詞,,3外在活動與動作
3-80,來,loiˋ,來,"你幾多點討來？
你人先食飽來！","你幾點要來？
你們先用餐吧。",,動詞,,3外在活動與動作
3-81,來去,loiˋ kui^,去,人來去䀴電影,我們去看電影。,,動詞,,3外在活動與動作
3-82,熝,lu ,燙,阿依得滾水熝着,媽媽被熱水燙到。,,動詞,,3外在活動與動作
3-83,捽,cudˋ,擦拭,"桌崠真油，愛捽捽个！
食飽愛捽桌","桌子很油，要擦一擦！
吃飽要擦桌子。",,動詞,,3外在活動與動作
3-84,摸,miaˇ,觸摸、觸碰,"你囥傷高啊，𠊎連摸都摸毋會着
桌面恁垃圾，莫這摸遐摸。","你放太高了，我連摸都摸不到。
桌面這麼髒，別亂碰。",,動詞,,3外在活動與動作
3-85,挨,eˇ,磨,挨豆腐。,磨豆腐。,,動詞,,3外在活動與動作
3-86,提,te,拿,仰子恁牛，一提着即賞壞去！,怎麼那麼頑皮，剛拿到就弄壞掉。,,動詞,,3外在活動與動作
3-87,攬,lam^,抱,佢數學無考好，攬被唩,他數學沒考好，抱著棉被哭。,,動詞,,3外在活動與動作
3-88,咬,ngauˇ,咬,"豬腳愛罅綿，正咬會落。
佢猶細漢个時識得狗咬，所以真驚狗。","豬腳要夠爛，才咬得下去。
他還小的時候曾被狗咬，所以很怕狗。",,動詞,,3外在活動與動作
3-89,撿,giam^,撿,"佢在路上撿着五百銀
𠊎个物件跌落去啊，你會用拁𠊎撿無？","他在路上撿到五百元。
我的東西掉下去了，你可以幫我撿嗎？",,動詞,,3外在活動與動作
3-90,入去,ngibˋ kui^,進去,門無關好，蚊會走入去,門沒關好，蚊子會跑進去。,,動詞,,3外在活動與動作
3-91,揢,ka,擠壓；捏,"揢牙膏。
揢雞嫲毋知屎出","擠牙膏。
抓雞時太用力，連雞脫糞快死了都不知道（比喻貪得無厭）。",,動詞,,3外在活動與動作
3-92,扭,ngiu^,扭動；扭轉,扭屎朏。,扭屁股。,,動詞,,3外在活動與動作
3-93,爬,paˋ,爬行,泥下真淨俐，放得佢爬無要緊,地板很乾淨，讓他爬沒關係。,,動詞,,3外在活動與動作
3-94,扒飯,paˋ pon,把飯撥進嘴裡,為着赴䀴電視，佢扒飯扒真緊,為了趕得及看電視，他扒飯扒得很快。,,動詞,,3外在活動與動作
3-95,鼻,pinn,聞、嗅,這花鼻起來香香,這花聞起來香香的。,,動詞,,3外在活動與動作
3-96,拍手,pogˋ shiu^,拍手,佢若做了好即愛拁佢拍手,他如果做得好就要為他拍手。,,動詞,,3外在活動與動作
3-97,拍,pogˋ,拍,拍球,拍球。,,動詞,,3外在活動與動作
3-98,貶腹,been^ buˊ,嘔、吐,佢暈船，食落肚个物件貶腹淨淨,他暈船，吃進肚裡的食物吐光光。,,動詞,,3外在活動與動作
3-99,呸,puiˋ,吐掉,食牛眼，核愛呸莫,吃龍眼，籽要吐掉。,,動詞,,3外在活動與動作
3-100,歕,punˋ,吹,你愛歕較大力兜,你要吹大力一點。,,動詞,,3外在活動與動作
3-101,尋,cimˋ,尋找,"走去哪位？歸日尋你毋會着
阿弟走去房間內底藏又無出聲，害阿依尋上尋落","去哪了？整天找不到你。
弟弟去房間裡躲著又不出聲，害媽媽到處找他。",,動詞,,3外在活動與動作
3-102,搶,ciong^,搶,有時務，賊偷提物件無過手即用搶个,有時候，小偷偷東西失手就用搶的,,動詞,,3外在活動與動作
3-103,炙,zhaˊ,晒,"佢用竹篙炙衫褲
恁好天，出來炙日頭","他用竹竿晒衣服。
天氣那麼好，出來晒太陽。",,動詞,,3外在活動與動作
3-104,散步,san^ pu,散步,阿公暗頓食飽即去散步,祖父吃完晚餐就去散步。,,動詞,,3外在活動與動作
3-105,洗,se^,洗,"洗水槽
洗果子","洗水槽。
洗水果。",,動詞,,3外在活動與動作
3-106,笑,sioo^,笑,"你做麼个直直笑？
講遐麼个事？會笑死人！","你幹麼一直笑？
說那什麼話？會笑死人！",,動詞,,3外在活動與動作
3-107,用,rhung,使用,這烘衫機你知愛仰子用無？,這烘衣機你知道要怎麼使用嗎？,,動詞,,3外在活動與動作
3-108,梳,suˇ,梳,梳頭那毛,梳頭髮。,,動詞,,3外在活動與動作
3-109,食,shiedˋ,吃,"恁多定，你恁多儕即分个食
這果子進口个，真貴食","這麼多而已，你們幾個分著吃。
這水果是進口的，賣得很貴。",,動詞,,3外在活動與動作
3-110,收,shiuˇ,收,"這裡即得你收尾
討考試啊！拁書收起來","這邊讓你收尾。
要考試了！把書收起來。",,動詞,,3外在活動與動作
3-111,䌈,taˊ,繫、綁,煮飯个時務，頭那毛愛䌈起來,煮飯時，頭髮要綁起來。,,動詞,,3外在活動與動作
3-112,聽,tenˇ,聽,"一聽着即唩啊！
你講麼个？攏聽無！","一聽到就哭了！
你說什麼？都聽不懂！",,動詞,,3外在活動與動作
3-113,踢,tedˊ,踢,"踢球
阿弟踢着桌，腳烏青啊！","踢球。
弟弟踢到桌子，腳瘀青了。",,動詞,,3外在活動與動作
3-114,跈,tenˋ,跟隨,"跈人毋會着
這藥愛跈三頓食","跟不上別人。
這藥要隨著三餐吃。",,動詞,,3外在活動與動作
3-115,偷,teuˇ,偷,桌崠个書毋知得麼儕偷提去,桌上的書不知道被誰偷走。,,動詞,,3外在活動與動作
3-116,跳,teeu^,跳,"跳索
佢緊張到心肝哱哱跳","跳繩。
他緊張到心臟蹦蹦跳。",,動詞,,3外在活動與動作
3-117,脫,todˊ,脫,衫著傷多，脫一領莫,穿太多衣服，脫掉一件。,,動詞,,3外在活動與動作
3-118,擇,too,挑選,"愛哪個？你自家擇！
阿明在廳下擇菜","要哪個？你自己挑！
阿明在客廳挑菜。",,動詞,,3外在活動與動作
3-119,袋,toi,用袋子裝；量詞,"拁這菜袋起來，提去得叔婆
一袋梨","把這菜裝起來，拿去給叔婆。
一袋梨子。",,動詞,數/量詞,3外在活動與動作
3-120,動,tungˇ,動,佢个物件囥在這，你即毋會用動佢哦！,他的東西放這邊，你不能動哦！,,動詞,,3外在活動與動作
3-121,耬,leu^,挖,"直直耬鼻空，會耬到流鼻血哦！
耬空
耬開來","一直挖鼻子，會挖到流鼻血哦！
挖洞
挖開來。",,動詞,,3外在活動與動作
3-122,換,bban ,換,賞到溼溚溚，較緊去換褲。,玩到溼答答，快點去換褲子。,,動詞,,3外在活動與動作
3-123,寫,sia^,寫,䀴恁久，猶係寫毋會出來。,看那麼久，還是寫不出來。,,動詞,,3外在活動與動作
3-124,醒,ciang^,醒,阿爸睡當晝猶吂醒，你去喊佢,爸爸睡午覺還沒睡醒，你去叫他。,,動詞,,3外在活動與動作
3-125,削,siooˊ,削,煮苦瓜毋使削皮,煮苦瓜不用削皮。,,動詞,,3外在活動與動作
3-126,捋,looˊ,摘,"捋茶。
捋菜。","摘茶。
摘菜。",,動詞,,3外在活動與動作
3-127,修,siuˇ,修理,佢个頭路係修鐵馬,他的工作是修理自行車。,,動詞,,3外在活動與動作
3-128,照顧,zhioo^ gu^,照顧,無人照顧,沒人照顧。,,動詞,,3外在活動與動作
3-129,走,zeu^,跑,"講着討食飯，佢走頭緊
走毋會贏人","說到要吃飯，他跑最快。
跑不贏別人。",,動詞,,3外在活動與動作
3-130,整理,zhin^ li^,整理,房間內底整理一下,房間裡面整理一下,,動詞,,3外在活動與動作
3-131,做,zoo^ ,做；儘管,"做頭路。
做生理。
你做你食，無要緊。
你做你講，阿爸得你靠。","工作。
做生意。
你儘管吃，沒關係。
你儘管講，爸爸當你靠山。",,動詞,,3外在活動與動作
3-132,捉,zooˊ,抓,"捉魚
得𠊎捉着啊！","抓魚。
被我抓到了！",,動詞,,3外在活動與動作
3-133,著,zhooˊ,穿,你个衫著毋著裡啊！,你的衣服穿反了！,,動詞,,3外在活動與動作
3-134,轉,zheen^,回家,幾下日無轉,好幾天沒回家。,,動詞,,3外在活動與動作
3-135,轉去,zheen^ kui^,回去,鉛筆盒無抸着，佢自家走轉去提。,沒帶鉛筆盒，他自己跑回去拿。,,動詞,,3外在活動與動作
3-136,轉來,zheen^ loiˋ,回來,幾時討轉來？,何時要回來？,,動詞,,3外在活動與動作
3-137,顧,gu^,看管、看守,"顧牛个
顧電視","看守牛隻。
守著電視。",,動詞,,3外在活動與動作
3-138,張,zhongˇ,盛裝,"張茶食
提盒張个","裝茶喝。
拿盒子裝著。",,動詞,,3外在活動與動作
3-139,煮,zhi^,煮,"煮食
煮茶","煮飯。
煮茶。",,動詞,,3外在活動與動作
3-140,準備,zhin^ pi,準備,準備好吂？,準備好了嗎？,,動詞,,3外在活動與動作
3-141,種,zhung^,種植,"種樹
種菜","種樹。
種菜。",,動詞,,3外在活動與動作
3-142,燖,cim,燉,"燖補
燖四物湯","燉補。
燉四物湯。",,動詞,,3外在活動與動作
3-143,喊,heem^,喊叫,佢䀴着老鼠，喊到大嫲聲,他看到老鼠，喊得很大聲。,,動詞,,3外在活動與動作
3-144,弄,nung,弄；捉弄,傷閒係無？弄佢做麼个？,太閒是嗎？捉弄他幹麼？,,動詞,,3外在活動與動作
3-145,攙,cam^ ,抱起（有由下往上，並離地）,攙細子,抱小孩。,,動詞,,3外在活動與動作
3-146,蹛,dai^,居住於...,蹛臺北,住臺北。,,動詞,,3外在活動與動作
4-1,變做,bien^  zoo^,變成,經過一擺車禍，佢嗄變做長短腳。,經歷一次車禍，他竟變成長短腳。,,動詞,,4事物狀態與變化
4-2,出,chidˊ,出,"熱到直直出汗
冬瓜囥到出水","熱到一直出汗。
冬瓜放到出水。",,動詞,,4事物狀態與變化
4-3,出現,chidˊ hien,出現,罕得䀴你出現，這站在無閒麼个？,難得看你出現，最近在忙什麼？,,動詞,,4事物狀態與變化
4-4,得着,dedˊ choo ,得到、獲得,"得着亞軍
得着好空","得到亞軍。
獲得好處。",,動詞,,4事物狀態與變化
4-5,跌毋見,deedˊ mˋ gien,掉了、遺失,錢無袋好，跌毋見啊！,錢沒有放好，掉了！,,動詞,,4事物狀態與變化
4-6,攏係,lung^ he,都是,"間底滿哪位攏係你个衫
這兜書攏係得你个","房間裡到處都是你的衣服。
這書都是給你的。",,動詞,,4事物狀態與變化
4-7,堵着,du^ choo  ,遇到；堵塞,"堵着塞車
水得石頭堵着啊，流毋會出去！","遇到塞車。
水被石頭堵住了，流不出去。",,動詞,,4事物狀態與變化
4-8,發現,fadˊ hien,發現,"佢偷提物件，得人發現
重大个發現","他偷拿東西，被人發現。
重大的發現。",,動詞,名詞,4事物狀態與變化
4-9,發生,fadˊ senˇ,發生,"發生麼个事情？
這係上禮拜發生个","發生什麼事？
這是上星期發生的。",,動詞,,4事物狀態與變化
4-10,發展,fadˊ deen^,發展,阿哥个頭路發展到十分好,哥哥的事業發展得十分好。,,動詞,,4事物狀態與變化
4-11,經過,genˇ goo^,經過,"經過恁多年，猶係會想着遐件事。
遐下有經過這條路，你記得無？","經過這麼多年，還是會想到那件事。
那時有經過這條路，你記得嗎？",,動詞,,4事物狀態與變化
4-12,改變,goi^ bien^,改變,"性地無法度改變
佢自成過到今，無麼个改變。","脾氣沒辦法改變。
他從以前到現在，沒什麼改變。",,動詞,,4事物狀態與變化
4-13,該當,goiˇ dongˇ,應該,㓾人該當愛判罪,殺人應該要判刑。,,副詞,,4事物狀態與變化
4-14,下,haˇ,下方；往下,"書桌下有兩粒球
日頭落山進前，你定着愛下山","書桌下有兩顆球。
太陽下山前，你一定要下山。",,副詞,動詞,4事物狀態與變化
4-15,係,he,是,佢係𠊎个同學,他是我的同學。,,動詞,,4事物狀態與變化
4-16,嘛係（也係）,maˇ he (ia^ he),也是,"佢兩儕嘛係𠊎表个
按講嘛係著啦！","他們兩個也是我表親。
這麼說也是啦！",,虛詞,,4事物狀態與變化
4-17,應該,enˇ goiˇ,應該,"你應該愛聽爺哀个事
佢應該毋係這種人","你應該要聽父母的話。
他應該不是這種人。",,副詞,,4事物狀態與變化
4-18,引起,rhin^ ki^,引起,毋好賞火，若引起火燒屋，事情即大條啊！,不要玩火，若引起房屋失火，事態就嚴重了。,,動詞,,4事物狀態與變化
4-19,可能（無定著）,koo^ nenˋ (moˋ ten choo),可能,無風無雨，無可能歇睏啦！,無風無雨，不可能放假啦！,,形容詞,,4事物狀態與變化
4-20,開始,koiˇ shi^,開始,"比賽開始！較緊走！
正開始定，你即想討放莫？","比賽開始！快點跑！
才剛開始而已，你就想要放棄？",,動詞,,4事物狀態與變化
4-21,落,lau^,鬆脫下墜,"落下𪘒
落胎
褲落落來，屎朏䀴現現","下巴脫臼。
流產。
褲子掉下來，屁股露出來了。",,動詞,,4事物狀態與變化
4-22,漏,leu,漏,"屋崠爛空，直直漏雨
桶爛空，水漏淨淨","屋頂破洞，一直漏雨。
桶子破洞，水漏光了。",,動詞,,4事物狀態與變化
4-23,留,liuˋ,留,"這錢你自家留个，後次擺總係會用着。
留落來食晝好無？","這錢你自己留著，以後總會用得到。
留下來吃午餐好嗎？",,動詞,,4事物狀態與變化
4-24,毋係,mˋ he,不是,這毋係佢个，係𠊎个,這不是他的，是我的。,,動詞,,4事物狀態與變化
4-25,像,ciong ,像,佢兩子爺生做真像,他們父子倆長得很像。,,形容詞,,4事物狀態與變化
4-26,揰,dung,刺,布傷賁，針揰毋會落,布太厚，針刺不下去。,,動詞,,4事物狀態與變化
4-27,歇,hiedˊ,停止,"佢一支嘴講無歇，真吵
你即直直做，毋會用歇落來","他一張嘴講不停，很吵。
你就一直做，不可以停下來。",,動詞,,4事物狀態與變化
4-28,會,bbue,會、曉得,"阿爸今日會轉來
佢會泅水","爸爸今天會回來。
他會游泳。",,動詞,,4事物狀態與變化
4-29,討（即討）,too^ (cidˋ too^),將要,天氣討轉寒啊！愛加著兜！,天氣將要變冷了！要穿多一點！,,副詞,,4事物狀態與變化
4-30,死,si^,死,佢種个豆全部死去啊！,他種的豆子全部死掉了。,,動詞,,4事物狀態與變化
4-31,真,zhinˇ,真,你係講真个抑係講假个？,你是說真的還是假的？,,形容詞,,4事物狀態與變化
5-1,矮,e^,矮,"擔一張矮凳來得𠊎坐
佢兩儕高矮差不多","端一張矮凳來讓我坐。
他們兩人的身高高矮差不多。",,形容詞,,5抽象概念與形容
5-2,冰,binˇ,冰冷,你个手仰子恁冰？,你的手怎麼那麼冰冷？,,形容詞,,5抽象概念與形容
5-3,差,caˇ,差、不好的,佢考試考差，心情無好,他考試考差，心情不好。,,形容詞,,5抽象概念與形容
5-4,脆,ce^,脆,醃瓜食起來真脆,醃黃瓜吃起來很脆。,,形容詞,,5抽象概念與形容
5-5,瘦,seu^,瘦,正頓毋食，歸個人瘦夾夾,不吃正餐，整個人瘦巴巴。,,形容詞,,5抽象概念與形容
5-6,自由,cu rhiuˋ,自由,隨在你！討仰子係你个自由,隨便你！要怎麼做是你的自由。,,名詞,,5抽象概念與形容
5-7,自動,cu tung ,自動；主動,"這冷氣會自動關莫
䀴人無閒，愛自動鬥相共","這冷氣會自動關掉。
看到別人很忙碌，要主動幫忙。",,形容詞,,5抽象概念與形容
5-8,直,chidˋ,直,這條路直直行，即會到位！,這條路直直走，就會到了！,,形容詞,,5抽象概念與形容
5-9,著,choo,正確、對的,著抑毋著呢？,對還是不對呢？,,形容詞,,5抽象概念與形容
5-10,苦憐,ku^ lienˋ,可憐,佢皮包毋見去，又出車禍，實在真苦憐,他的皮包不見了，又出車禍，實在真可憐。,,形容詞,,5抽象概念與形容
5-11,長,chongˋ,長（形容空間或時間上的長度）,"頭那毛留到真長
這垤布有十尺長","頭髮留很長。
這匹布有十尺長。",,形容詞,,5抽象概念與形容
5-12,臭,chiu^,臭,這袋垃圾真臭,這袋垃圾很臭。,,形容詞,,5抽象概念與形容
5-13,粗,cuˇ,粗糙、不平滑,"阿依个手摸起來粗粗
粗布","媽媽的手摸起來很粗糙。
粗布。",,形容詞,,5抽象概念與形容
5-14,重要,chung rhioo^,重要,這一等重要，愛記落來,這非常重要，要記下來。,,形容詞,,5抽象概念與形容
5-15,重,chungˇ  ,重,佢个書包有兩公斤恁重,他的書包有兩公斤這麼重。,,形容詞,,5抽象概念與形容
5-16,低,deˇ,低,這裡褲腳較低，揪較高兜,這邊褲腳較低，拉高一點。,,形容詞,,5抽象概念與形容
5-17,恬,diamˇ,安靜,佢毋知仰子啊，今日足恬个,他不知怎麼了，今天非常安靜。,,形容詞,,5抽象概念與形容
5-18,恬恬,diamˇ diamˇ,靜肅、沉默,人在䀴電視，你恬恬莫講事,人家在看電視，你安靜不要說話。,,形容詞,,5抽象概念與形容
5-19,茄色,kiooˋ sedˊ,紫色,茄色个葡萄,紫色的葡萄。,,名詞,,5抽象概念與形容
5-20,多,dooˇ,多,阿哥食較多，阿弟食較少,哥哥吃比較多，弟弟吃比較少。,,形容詞,,5抽象概念與形容
5-21,短,don^,短,"裙著恁短，敢毋會寒？
日恁短，一下子即暗啊！","裙子穿這麼短，不會冷嗎？
白天那麼短，一下子就天黑了！",,形容詞,,5抽象概念與形容
5-22,拄毋會核,du^  mˋ  moi hedˋ,受不了、無法承受,"這垃圾囥傷久，臭到拄毋會核
直直跋樓梯，阿媽腳膝頭拄毋會核","這垃圾放太久，臭到受不了。
一直爬樓梯，祖母膝蓋無法承受。",,形容詞,,5抽象概念與形容
5-23,枵,iauˇ,肚子餓,晨早無食，有一兜仔食肚枵,早上沒吃飯，肚子有點餓。,,副詞,,5抽象概念與形容
5-24,物件,mi kien,東西,"阿姊个物件滿壁角
",姊姊的東西很多。,,名詞,,5抽象概念與形容
5-25,闊,kuadˊ,寬,佢个屋下足闊,他的房子很寬闊。,,形容詞,,5抽象概念與形容
5-26,發達,fadˊ tadˋ,發達,這下醫學恁發達，定著無問題啦！,現在醫學那麼發達，一定沒問題啦！,,形容詞,,5抽象概念與形容
5-27,壞,fai,壞,"果子壞淨淨
電視壞去","水果全壞光。
電視壞掉。",,形容詞,,5抽象概念與形容
5-28,方法,fongˇ fadˊ,方法,這問題足大條个，你有麼个方法？,這個問題很嚴重，你有什麼方法？,,名詞,,5抽象概念與形容
5-29,利便,li pien,方便,有高鐵了後，交通足利便,有高鐵後，交通很方便。,,形容詞,,5抽象概念與形容
5-30,方面,fongˇ mien^,方面,佢係氣象方面个專家,他是氣象方面的專家。,,名詞,,5抽象概念與形容
5-31,赴着,fu^ choo,趕上,好得有赴着這班車，無即會慢到啊！,還好有趕上這班車，不然就會遲到了！,,動詞,,5抽象概念與形容
5-32,無赴着,moˋ fu^ choo,來不及、趕不上,無赴着車班，等後一班車好啊！,趕不上這班車，等下一班車好了！,,動詞,,5抽象概念與形容
5-33,苦,ku^,味道苦,苦瓜食起來真苦,苦瓜吃起來很苦。,,形容詞,,5抽象概念與形容
5-34,紅,fungˋ,紅,紅色,紅色。,,形容詞,,5抽象概念與形容
5-35,假,ga^,假,這係假藥，會食壞人,這是假藥，會吃壞身體。,,形容詞,,5抽象概念與形容
5-36,柑子色,gamˇ zu^ sedˊ,橙色,一領柑子色个裌子,一件橙色的背心。,,名詞,,5抽象概念與形容
5-37,緊,gin^,快,"狗走到真緊，你仰子走會贏佢？
緊去讀書！毋好直直䀴電視","狗跑得很快，你怎麼跑得贏牠？
快點去讀書！不要一直看電視。",,形容詞,,5抽象概念與形容
5-38,急,gibˊ,急,時間猶真多，你毋使急！,時間還很多，你不用著急！,,形容詞,,5抽象概念與形容
5-39,結果,giedˊ goo^,結果,昨日个面試，結果出來吂？,昨天的面試，結果出來了嗎？,,動詞,名詞,5抽象概念與形容
5-40,簡單,gien^ danˇ,簡單,"這題目簡單到拄毋會核
這正經無恁簡單，你會用教𠊎無？","這題目簡單得不得了。
這真的沒那麼簡單，你可以教我嗎？",,形容詞,,5抽象概念與形容
5-41,金,gimˇ,亮,佢个鞋捽到真金。,他的鞋子擦得很亮。,,名詞,,5抽象概念與形容
5-42,金金,gimˇ gimˇ,亮晶晶,"窗門逐日捽到金金。
這個細子目珠金金，真得人惜。","窗戶每天擦得亮晶晶。
這個小孩眼睛亮晶晶，很可愛。",,形容詞,,5抽象概念與形容
5-43,高,gooˇ,高,佢舊年猶細細隻，今年加高真多,他去年還很矮小，他今年長高很多。,,形容詞,,5抽象概念與形容
5-44,光,gongˇ,明亮,便所火光光，麼儕無關莫？,廁所燈亮著，誰沒關？,,形容詞,,5抽象概念與形容
5-45,狹,heebˋ,狹窄,這巷狹狹，單淨一輛車會得過,這條巷子很窄，只有一臺車能過。,,形容詞,,5抽象概念與形容
5-46,鹹,heemˋ,鹹,豆油真鹹,醬油很鹹。,,形容詞,,5抽象概念與形容
5-47,閒,heenˋ,閒、不忙碌,歸日閒閒在屋下，毋知討做麼个?,整天在家閒閒沒事，不知道要做什麼？,,形容詞,,5抽象概念與形容
5-48,緪,anˋ,緊,"䌈緪來正毋會㪐去
這駁子手頭較緪","綁緊來才不會脫落。
這陣子手頭較緊。",,形容詞,,5抽象概念與形容
5-49,少年,shioo^ neenˋ,年輕,"𠊎个先生猶真少年
七少年八少年","我的老師還很年輕。
年紀輕輕地。",,形容詞,,5抽象概念與形容
5-50,形,hinˋ,形狀、形體,這隻箱个形係四角形,這個箱子的形狀是四角形。,,名詞,,5抽象概念與形容
5-51,好,hoo^,良好,佢在學校表現真好,他在學校表現很好。,,形容詞,,5抽象概念與形容
5-52,好食,hoo^ shiedˋ,好吃,這粄仰子會恁好食？,這粄怎麼會那麼好吃？,,形容詞,,5抽象概念與形容
5-53,好勢,hoo^ she^,妥當,"佢手腳真緊，兩下半即做好勢啊！
處理到好勢好勢","他手腳很快，一下子就做好了！
處理得很妥當。",,形容詞,,5抽象概念與形容
5-54,好聽,hoo^ tenˇ,好聽,這條歌真好聽,這首歌很好聽。,,形容詞,,5抽象概念與形容
5-55,意思,rhi^ su^,意思,"你這麼个意思？
這門親，䀴你意思仰子？
這篇文章真有意思","你這什麼意思？
這門親事，看你的意思如何。
這篇文章很有意思。",,名詞,,5抽象概念與形容
5-56,贏,rhiangˋ,贏,"佢贏啊！你輸啊！
你恁重，麼儕背會贏？","他贏了！你輸了！
你那麼重，誰背得動？",,動詞,,5抽象概念與形容
5-57,一兜,rhidˊ deuˇ,一點點,伸一兜定，你食莫好啊！,剩一點點而已，你吃掉好了。,,副詞,,5抽象概念與形容
5-58,圓,bbienˋ,圓,圓桌,圓桌。,,形容詞,,5抽象概念與形容
5-59,幼,rhiu^,細,"你个手恁幼，可能會真好命
這尾魚有幼竻，討食遐下愛注意","你的手那麼細嫩，也許很好命。
這條魚有細骨，吃的時候要小心。",,形容詞,,5抽象概念與形容
5-60,有閒,rhiuˇ heenˋ,有空,有閒來尞！,有空來玩！,,副詞,,5抽象概念與形容
5-61,有路用,rhiuˇ lu rhung,有用、懂事,厥後生正經真有路用,他的兒子真的很懂事。,,副詞,,5抽象概念與形容
5-62,有名,rhiuˇ miangˋ,有名,這間店真有名,這間店很有名。,,形容詞,,5抽象概念與形容
5-63,尖,ziamˇ,擁擠、擠；尖銳,"車底真尖，討落車个時攏尖毋得出
過年去哪位攏人尖人
刀尖尖，你即愛擎好","車上很擁擠，要下車時擠到出不去。
過年去到哪裡都人擠人。
刀子很尖銳，你要拿好。",,形容詞,,5抽象概念與形容
5-64,靚,ziangˇ,漂亮,"佢个字寫到真靚
阿妹生到足靚，真多人佮意佢","他的字寫得很漂亮。
妹妹長得很漂亮，很多人喜歡她。",,形容詞,,5抽象概念與形容
5-65,精,zinˇ,聰明,這個細子真精,這個小孩很聰明。,,形容詞,,5抽象概念與形容
5-66,怪奇,guai^　kiˋ,奇怪,仰子會有恁怪奇个事情？,怎麼會有這麼奇怪的事情？,,形容詞,,5抽象概念與形容
5-67,奇妙,kiˋ mio ,奇妙,這個發明實在真奇妙,這發明實在很奇妙。,,形容詞,,5抽象概念與形容
5-68,慶,kiang^,厲害、能幹,逐擺都考頭名，實在真慶,次次考第一名，實在很厲害。,,形容詞,,5抽象概念與形容
5-69,輕,kiangˇ,輕,輕輕仔囥，莫恁大力,輕輕地放，不要那麼大力。,,形容詞,,5抽象概念與形容
5-70,舊,kiu ,舊,佢真省，一雙鞋對新著到舊,他很節省，一雙鞋從新穿到舊。,,形容詞,,5抽象概念與形容
5-71,共款,kung kuan^,一樣,這兩個杯䀴起來共款共款,這兩個杯子看起來一模一樣。,,形容詞,,5抽象概念與形容
5-72,困難,kun^ nanˋ,困難,堵着困難，毋好恁會哼！,遇到困難，不要那麼會抱怨。,,形容詞,名詞,5抽象概念與形容
5-73,罅,la  ,足夠,葫頭囥一半即罅啊！,蒜頭放一半就夠了。,,形容詞,,5抽象概念與形容
5-74,薟,hiamˇ,辣,薟椒真薟,辣椒很辣。,,形容詞,,5抽象概念與形容
5-75,爛,lan ,破,"這麼个褲？一扯即爛去
碗得佢打爛去","這什麼褲子？一扯就破掉。
碗被他打破。",,動詞,,5抽象概念與形容
5-76,懶尸,nanˇ shiˇ,懶惰,無做事，會愈尞愈懶尸,不工作，會越玩越懶惰。,,形容詞,,5抽象概念與形容
5-77,懶,nanˇ,懶,佢破病，歸日感覺人懶懶,他生病，整天覺得懶洋洋的。,,形容詞,,5抽象概念與形容
5-78,冷,lenˇ,冷、涼,"冷飯
冷水","冷飯。
冷水。",,形容詞,,5抽象概念與形容
5-79,厲害,li  hoi ,厲害,"你仰子會恁厲害？
果子个價數起到真厲害","你怎麼會這麼厲害？
水果的價格漲得很厲害。",,形容詞,,5抽象概念與形容
5-80,涼,liongˋ,涼,外頭真涼，會用去禾坪坐尞,外面很涼，可以去院子坐著聊天。,,形容詞,,5抽象概念與形容
5-81,老,loo^,舊的；年紀大的、年長的,"佢个老屋得阿公賣莫。
厥爸真老啊正降着佢一個後生。","他的老家被爺爺賣掉了。
他爸爸年紀很大了才生了他這麼一個兒子。",,形容詞,,5抽象概念與形容
5-82,老實,loo^ shidˋ,老實；誠實,"佢人真老實，你會用信用佢
老實拁你講，𠊎真慼佢","他做人很老實，你可以相信他。
跟你說實話，我很討厭他。",,形容詞,,5抽象概念與形容
5-83,老鼠色（火灰色、普色）,loo^ chi^ sedˊ (foo^ fueˇ sedˊ、pu^ sedˊ),灰色,象个色係老鼠色,大象的顏色是灰色。,,名詞,,5抽象概念與形容
5-84,毋著,mˋ choo,不對、不正確,這字寫毋著啊！,這字寫錯了！,,形容詞,,5抽象概念與形容
5-85,毋好,mˋ hoo^,不好；不可以、不要,愛佮人好好尞，毋好冤家,要跟人好好相處，不要吵架。,,形容詞,,5抽象概念與形容
5-86,毋見去,mˋ gien kui^,不見（了）,佢个手機毋見去啊！,他的手機不見了！,,形容詞,短語,5抽象概念與形容
5-87,毋罅,mˋ la ,不足,這錢正一兜仔，毋罅佢用,這錢才一點點，不夠他花費。,,形容詞,,5抽象概念與形容
5-88,毋會,mˋ moi,不會,麼个攏毋會，實在苦憐！,什麼都不會，實在可憐！,,動詞,,5抽象概念與形容
5-89,麻煩,maˋ fanˋ,麻煩,自家做會到即自家來，莫直直麻煩人,自己能做就自己來，不要一直麻煩別人。,,動詞,形容詞,5抽象概念與形容
5-90,慢,meen,緩慢,走恁緊做麼个？慢慢子行即好,跑那麼快幹麼？慢慢走就好。,,形容詞,,5抽象概念與形容
5-91,無法度,moˋ fadˊ tu,沒辦法,後個月个會議，𠊎無法度參加,下個月的會議，我沒辦法參加。,,副詞,,5抽象概念與形容
5-92,無閒,moˋ heenˋ,沒空、忙碌,過年時務十分無閒,過年期間非常忙碌。,,形容詞,,5抽象概念與形容
5-93, 無影,moˋ rhiang^,沒這回事,無影啦！莫烏白講,沒這回事啦！不要亂講。,,形容詞,,5抽象概念與形容
