編號,客家語,客語標音,華語詞義,例句,翻譯,備註,詞性1,詞性2,分類
7-18,窗門,cungˋmun,窗,一扇窗門,一扇窗。,,名詞,,7居家生活
7-19,戴,daiˇ,戴；居住於…,"戴帽仔
戴臺北","戴帽子。
住在臺北。",,動詞,,7居家生活
7-20,凳仔,denˇ er,椅子,一張凳仔,一張椅子。,,名詞,,7居家生活
7-21,鬥,deuˇ,拼合；爭鬥,"窗門洗好，做得鬥轉去咧！
牛相鬥","窗戶洗好，可以裝回去了！
牛隻相互爭鬥",,動詞,,7居家生活
7-22,點心,diamˊ  simˋ,點心,下晝頭有點心好食,下午有點心可以吃。,,名詞,,7居家生活
7-23,刀仔,doˋ er,刀子,刀仔無利，阿公拿去挼挼仔！,刀子不利，祖父拿去磨一磨！,,名詞,,7居家生活
7-24,花園,faˋ rhan,花園,一座花園,一座花園。,,名詞,,7居家生活
7-25,飯,pon+,飯,"白飯
煮飯","白飯。
煮飯。",,名詞,,7居家生活
7-26,褲,fuˇ,褲子,佢有較瘦，這下褲著起來落落,他有比較瘦，現在褲子穿起來鬆鬆的。,,名詞,,7居家生活
7-27,紅粄,fung banˊ,紅龜粄,韶朝晨愛打紅粄,明天早上要製作紅龜粄。,,名詞,,7居家生活
7-28,咖啡,gaˋ buiˋ,咖啡,啉咖啡，精神會較好,喝咖啡，精神會比較好。,,名詞,,7居家生活
7-29,雞卵糕,gaiˋ lonˊ  goˋ,蛋糕,阿姆生日，阿姊愛自家做雞卵糕,媽媽生日，姊姊要自己做蛋糕。,,名詞,,7居家生活
7-30,間房,gienˋ  fong,房間,老弟个間房像狗竇樣,弟弟的房間像狗窩一樣。,,名詞,,7居家生活
7-31,禁指, gimˇ zhiˊ,戒指,阿姆生日，𠊎兜愛打隻禁指分佢,媽媽生日，我們要訂做戒指給她。,,名詞,,7居家生活
7-32,罐仔,gonˇer,瓶；罐頭,"塑膠罐仔
酒罐仔","塑膠罐。
酒瓶。",,名詞,,7居家生活
7-33,故鄉,guˇhiongˋ,故鄉,高雄係佢个故鄉,高雄是他的故鄉。,,名詞,,7居家生活
7-34,鞋,hai,鞋子,一雙高㬹鞋,一雙高跟鞋。,,名詞,,7居家生活
7-35,汽水(涼水),hiˇshuiˊ(liong shuiˊ),汽水,食汽水,喝汽水。,,名詞,,7居家生活
7-36,靴仔,hioˋ er,皮鞋；靴子,一雙靴仔,一雙皮鞋。,,名詞,,7居家生活
7-37,靴筒,hioˋ tung,雨鞋,落水天愛著靴筒,下雨天要穿雨鞋。,,名詞,,7居家生活
7-38,鄉,hiongˋ,鄉,大湖鄉,大湖鄉。,,名詞,,7居家生活
7-39,䟘床,hongˇ cong,起床,六點愛䟘床，愛記得哦！,六點要起床，要記得哦！,,動詞,,7居家生活
7-40,鹽,rham,鹽巴,鹽放恁多，毋使錢係無？,鹽放這麼多，不用錢嗎？,,名詞,,7居家生活
7-41,縣,rhanˇ,縣,新竹縣,新竹縣。,,名詞,,7居家生活
7-42,洗身間,seˊ shinˋgienˋ,浴室,阿姆在洗身間洗身,媽媽在浴室洗澡。,,名詞,,7居家生活
7-43,油,rhiu,油；油膩 ,"用豬油炒菜較香
食齋个人用火油炒菜
莫食恁油，對身體較好","用豬油炒菜比較香。
吃素的人用花生油炒菜。
不要吃那麼油，對身體比較好。",,名詞,,7居家生活
7-44,酒,ziuˊ,酒,"食酒食到當醉
渟一杯酒","喝酒喝到很醉。
倒一杯酒。",,名詞,,7居家生活
7-45,弇,kiem,罩子（名詞）,"菜放桌頂，愛用菜弇仔弇等
雞弇","菜放在桌上，要用餐罩罩住。
雞籠。",,名詞,,7居家生活
7-46,裙,kiun ,裙子,阿姊買一條長裙，著起來當靚,姊姊買了一件長裙，穿起來很漂亮。,,名詞,,7居家生活
7-47,箸(筷仔),chu+ (kuaiˇer),筷子,𠊎妹仔在該學擎箸,我女兒在學使用筷子。,,名詞,,7居家生活
7-48,空, kungˋ,孔（孔洞）,你个褲仰爛到恁大空？,你的褲子怎麼破得這麼大洞？,,名詞,,7居家生活
7-49,涼水,liong shuiˊ,泛指飲料,愛多食滾水，毋好緊食涼水,要多喝白開水，不要一直喝飲料。,,名詞,,7居家生活
7-50,襪,mad ,襪子,一雙襪,一雙襪子。,,名詞,,7居家生活
7-51,味,mui+,味道（鼻嗅）；菜湯,"你有鼻着麼个味無？
阿姆烳个爌肉味當香
無煮麼个菜，將就摎味划划仔","你有聞到什麼味道嗎？
媽媽熬煮的爌肉味道很香。
沒煮什麼菜，拌湯將就吃。",,名詞,,7居家生活
7-52,味緒,mui+ siˇ,味道（口嚐）,"這新出个糖仔，毋知食起來味緒仰般？
這菜無放鹽，食起來無味緒","這新出的糖果，不知道吃起來味道如何？
這菜沒放鹽，吃起來沒味道。",,名詞,,7居家生活
7-53,米,miˊ,米,買一袋米轉去,買一袋米回去。,,名詞,,7居家生活
7-54,麵,mien+,麵條,你當晝愛食飯抑係食麵？,你中午要吃飯還是吃麵？,,名詞,,7居家生活
7-55,麵包,mien+  bauˋ,麵包,麵包店,麵包店。,,名詞,,7居家生活
7-56,面帕,mienˇ paˇ,毛巾,一條面帕,一條毛巾。,,名詞,,7居家生活
7-57,眠床,min cong,床鋪,一頂眠床,一張床鋪。,,名詞,,7居家生活
7-58,帽仔,mo+  er,帽子,一頂帽仔,一頂帽子。,,名詞,,7居家生活
7-59,糜,moi,稀飯,一碗豬肉糜,一碗豬肉粥。,,名詞,,7居家生活
7-60,目鏡,mug  giangˇ,眼鏡,目鏡無拿好，擲到必必,眼鏡沒拿好，摔到裂開。,,名詞,,7居家生活
7-61,門,mun,門,"這間屋个大門當派頭
這門親事就恁樣講好咧","這間房子的大門很氣派。
這門親事就這樣說好了。",,名詞,數/量詞,7居家生活
7-62,門口,mun heuˊ,門口,門口尖等當多人，係在該排麼个？,門口擠了很多人，是在排什麼隊？,,名詞,,7居家生活
7-63,鬧鐘,nau+  zhungˋ,鬧鐘,鬧鐘緊響當吵，遽摎佢撳忒！,鬧鐘一直響很吵，快點把它按掉！,,名詞,,7居家生活
7-64,魚肉,ng ngiug,魚肉,這魚肉當承牙,這魚肉很彈牙。,,名詞,,7居家生活
7-65,牙掃仔(牙搓仔),nga  soˇ er (nga coˇ er),牙刷,牙掃仔用恁久，好換一支咧！,牙刷用那麼久，該換一支了！,,名詞,,7居家生活
7-66,日誌,ngid  zhiˇ,日曆,壁頂个日誌愛逐日扯,牆上的日曆要每天撕。,,名詞,,7居家生活
7-67,日仔,ngid er,日子；白天,"入新屋愛看日仔
佢个頭路做已大，日仔過到已無閒
日仔伸無幾多，你斯愛遽遽準備
熱天日仔較長，六點還光光","搬新家要挑選日子。
他的事業做很大，日子過得很忙碌。
日子剩沒多少，你要快點準備。
夏天白晝比較長，六點了天還亮著。",,名詞,,7居家生活
7-68,艾粄,ngieˇ　banˊ,艾草粄,客家人在清明會打艾粄。,客家人在清明節會做艾草粄。,,名詞,,7居家生活
7-69,牛乳,ngiu nenˇ,牛奶,阿婆朝晨頭會摝牛乳食,祖母早上會泡牛奶喝。,,名詞,,7居家生活
7-70,肉,ngiug ,肉,"羊肉
阿姆去豬砧買脢條肉","羊肉。
媽媽去豬肉攤買小里肌肉。",,名詞,,7居家生活
7-71,盤仔,pan er,盤子,洗盤仔,洗盤子。,,名詞,,7居家生活
7-72,泡茶,pauˇca,泡茶,仰恁有閒？落來泡茶啊！,怎麼那麼有空？進來泡茶啊！,,動詞,,7居家生活
7-73,便所,pien+  soˊ,廁所,屋下有兩間便所，當方便,家裡有兩間廁所，很方便。,,名詞,,7居家生活
7-74,膨凳,pongˇ denˇ,沙發,一組膨凳,一組沙發。,,名詞,,7居家生活
7-75,膨紗衫,pongˇ saˋ samˋ,毛線衣,一領膨紗衫,一件毛線衣。,,名詞,,7居家生活
7-76,切,cied,切,"這當韌，切毋斷！
切做五垤，大家分分仔！","這很堅韌，切不斷！
切成五塊，大家分一分！",,動詞,,7居家生活
7-77,衫,samˋ,上衣,老妹去學校，衫著到當正,妹妹去學校，衣服穿得很整齊。,,名詞,,7居家生活
7-78,衫褲,samˋ fuˇ,衣服,衫褲爛空，脫下來補補啊！,衣服破洞，脫下來補一補！,,名詞,,7居家生活
7-79,三餐,samˋconˋ,三餐,一日三餐兩點心，毋肥正怪！,一日三餐兩頓點心，不肥才怪！,,名詞,,7居家生活
7-80,衫吊仔 (衫架仔、衫弓仔),samˋ diauˇ er(samˋgaˇer、 samˋ giungˋ er),晾衣架,一組衫吊仔,一組晾衣架。,,名詞,,7居家生活
7-81,洗衫機,seˊ  samˋ giˋ,洗衣機,洗衫機壞忒,洗衣機壞掉。,,名詞,,7居家生活
7-82,洗身(洗身腳),seˊ shinˋ (seˊ shinˋ giog),洗澡,洗身洗歸點鐘,洗澡洗了整整一小時。,,動詞,,7居家生活
7-83,生活,senˋfadˋ,生活,生活過到當鬆容,生活過得很寬裕。,,動詞,,7居家生活
7-84,燒火,shauˋfoˊ,燒火；將燃料放入使之燃燒起火,"用灶頭燒火煮飯
拿樵來燒火","用灶燒火煮飯。
拿木柴來燒火。",,動詞,,7居家生活
7-85,食飯,shidˋ pon+,吃飯,做事喊毋停動，食飯走第一！,做事喊不動，吃飯跑第一！,,動詞,,7居家生活
7-86,食夜,shidˋ rha+,吃晚飯,今晡日朋友湊食夜，𠊎無在屋下食哦！,今天朋友邀約吃晚飯，我沒在家裡吃喔！,,動詞,,7居家生活
7-87,食朝,shidˋ zhauˋ,吃早飯,愛食朝，做事正有力,要吃早餐，工作才有力氣。,,動詞,,7居家生活
7-88,食晝,shidˋ zhiuˇ,吃中飯,飯煮好哩喲！好食晝咧！,飯煮好了！該吃中飯了！,,動詞,,7居家生活
7-89,食物,shidˋvudˋ,食物,食物愛好好保存，係無會生菇發蟲,食物要好好保存，不然會發霉長蟲。,,名詞,,7居家生活
7-90,食茶,shidˋca,喝茶,阿賢哥，落來食茶啊！,阿賢哥，進來喝茶啊！,,動詞,,7居家生活
7-91,掃,soˇ,掃,地泥仰掃毋淨？,地板怎麼掃不乾淨？,,動詞,,7居家生活
7-92,掃地泥,soˇ ti+ nai,掃地,值日生愛負責掃地泥,值日生要負責掃地。,,動詞,,7居家生活
7-93,索仔,sog  er,繩子,"縈索仔
䌈索仔","捲繩子。
綁繩子。",,名詞,,7居家生活
7-94,睡,shoi+ ,睡；躺,"逐日睡到七晝八晝
你睡佢脣頭","每天睡到很晚。
你睡他旁邊。",,動詞,,7居家生活
7-95,睡當晝,shoi+ dongˋ zhiuˇ,睡午覺,阿公無睡當晝个習慣,祖父沒有睡午覺的習慣。,,動詞,,7居家生活
7-96,睡目,shoi+ mug,睡覺,恁夜咧，你仰還毋睡目？,那麼晚了，你怎麼還不睡？,,動詞,,7居家生活
7-97,酸醋,sonˋ siiˇ,醋,豬腸愛摎酸醋炒，正合味,豬大腸要和醋炒，才對味。,,名詞,,7居家生活
7-98,時錶,shi biauˊ,手錶,戴時錶,戴手錶。,,名詞,,7居家生活
7-99,水衣,shuiˊ  rhiˋ,雨衣,著水衣,穿雨衣。,,名詞,,7居家生活
7-100,水餃,shuiˊ  giauˊ,水餃,煠水餃,煮水餃。,,名詞,,7居家生活
7-101,水靴筒,suiˊhioˋtung,雨靴,這下水靴筒乜做到當時行,現在的雨靴也做得很時尚。,,名詞,,7居家生活
7-102,廳下,tangˋhaˋ,客廳,食飽來去廳下泡茶食,吃飽去客廳泡茶喝。,,名詞,,7居家生活
7-103,豆腐,teu+  fu+,豆腐,磨豆腐,磨豆腐。,,名詞,,7居家生活
7-104,豆油,teu+  rhiu,醬油,這豆油忒死鹹咧！,這醬油鹹過頭了！,,名詞,,7居家生活
7-105,豆乳,teu+ nenˇ,豆漿,朝晨頭習慣食一杯豆乳,早上習慣喝一杯豆漿。,,名詞,,7居家生活
7-106,垃圾,la+ sab  / leb  seb ,垃圾,做毋得儘採擲垃圾,不能隨便丟垃圾。,,名詞,,7居家生活
7-107,地泥,ti+ nai,地板,房間地泥仰恁屙糟？,房間地板怎麼這麼髒？,,名詞,,7居家生活
7-108,添飯,tiamˋpon+,盛飯、裝飯,摎屋下人添飯,幫家人添飯。,,動詞,,7居家生活
7-109,電火,tien+  foˊ,電燈,電火毋會著，怕燒忒咧！,電燈不會亮，可能是燒壞了！,,名詞,,7居家生活
7-110,電視,tien+  shi+,電視,老弟一下課轉來就掌等電視,弟弟一下課回家就守著電視。,,名詞,,7居家生活
7-111,拖箱,toˋ siongˋ,抽屜,拖箱淰到關毋起來,抽屜滿到關不起來。,,名詞,,7居家生活
7-112,梯仔,toiˋer,梯子,蹶恁高，你愛扳等梯仔！,爬那麼高，你要扶著梯子！,,名詞,,7居家生活
7-113,樓梯,leu toiˋ,樓梯,細人仔蹶樓梯愛當注意,小孩爬樓梯要很注意。,,名詞,,7居家生活
7-114,湯,tongˋ,湯,拿碗公來張湯,拿碗公來裝湯。,,名詞,,7居家生活
7-115,糖,tong,糖,"烏糖
蜂糖","黑糖。
蜂蜜。",,名詞,,7居家生活
7-116,糖仔,tong er,糖果,表老妹毋好食糖仔，好食梅仔,表妹不喜歡吃糖果，喜歡吃梅子。,,名詞,,7居家生活
7-117,碗公,vonˊ  gungˋ,大碗,一大碗公,一大碗。,,名詞,,7居家生活
7-118,屋,vug,房子,對面新起兩列屋,對面新建了兩排房屋。,,名詞,,7居家生活
7-119,屋下,vug haˋ,家,"轉屋下
屋下人","回家。
家人。",,名詞,,7居家生活
7-120,搵,vunˇ,沾取,"搵豆油
搵地泥","沾醬油。
沾地板(引申為在地上耍賴)。",,動詞,,7居家生活
7-121,線,sienˇ,線,畫一條線,畫一條線。,,名詞,,7居家生活
7-122,遮仔,zhaˋ er,傘,擎遮仔,撐雨傘。,,名詞,,7居家生活
7-123,紙,zhiˊ,紙,"一疊紙
燒銀紙分好兄弟","一疊紙。
燒銀紙給好兄弟。",,名詞,,7居家生活
7-124,針,zhimˋ,針,"阿姆擎針補衫褲
針線","媽媽拿針縫補衣服。
針線。",,名詞,數/量詞,7居家生活
7-125,灶下,zoˇ haˋ,廚房,阿嫂在灶下煮飯,嫂嫂在廚房煮飯。,,名詞,,7居家生活
7-126,桌（桌仔）,zog (zog er),桌子,大家圍等圓桌食飯,大家圍著圓桌吃飯。,,名詞,,7居家生活
7-127,莊下,zongˋha+,鄉下,莊下人,鄉下人。,,名詞,,7居家生活
7-128,豬肉,zhuˋ ngiug,豬肉,腈豬肉,精瘦的豬肉。,,名詞,,7居家生活
7-129,菸,rhanˋ,香菸,毋好緊食菸，對肺毋好,不要一直抽菸，對肺不好。,,名詞,,7居家生活
8-1,老鼠,loˊ  chuˊ,老鼠,老鼠盡會降，一到就降幾下條,老鼠很會生，一次生好幾隻。,,名詞,,8生物
8-2,牛,ngiu,牛,牛在田町犁田,牛在田裡犁田。,,名詞,,8生物
8-3,老虎,loˊ fuˊ,老虎,老虎走出來咧！大家驚到會死,老虎跑出來了！大家嚇得要命。,,名詞,,8生物
8-4,兔仔,tuˇer,兔子,,,,名詞,,8生物
8-5,蛇,sha,蛇,該蛇當大尾，十分得人驚！,那條蛇很大尾，非常可怕！,,名詞,,8生物
8-6,馬,maˋ,馬,騎馬,騎馬。,,名詞,,8生物
8-7,羊仔,rhong er,羊,,,,名詞,,8生物
8-8,雞仔,gaiˋ er,雞,阿姆在灶下煠雞仔,媽媽在廚房燙雞肉。,,名詞,,8生物
8-9,狗,gieuˊ,狗,阿姨送𠊎一條烏色个狗,阿姨送我一隻黑色的狗。,,名詞,,8生物
8-10,豬仔,zhuˋ er,豬,"供豬仔
頭擺當多人在屋脣畜豬仔","餵豬。
以前很多人在房屋旁邊養豬。",,名詞,,8生物
8-11,鴨仔,ab  er,鴨,拜阿公婆做毋得用鴨仔，因為嘴扁扁,拜祖先不能拜鴨子，因為嘴巴扁扁的。,,名詞,,8生物
8-12,鳥仔,diauˋ er,鳥,一竇鳥仔,一窩鳥。,,名詞,,8生物
8-13,貓仔,ngiauˇer,貓,"貓仔在屋頂睡目
貓仔徙竇","貓在屋頂上睡覺。
貓搬家。",,名詞,,8生物
8-14,魚仔,ng er,魚,阿爸今晡日釣着十過尾魚仔,爸爸今天釣到十多條魚。,,名詞,,8生物
8-15,蟲仔,chung er,蟲,,,,名詞,,8生物
8-16,弄毛蟲,nungˇmoˋ chung,毛毛蟲,樹頂有弄毛蟲，老妹當驚,樹上有毛毛蟲，妹妹很怕。,,名詞,,8生物
8-17,大水蟻, tai+ shuiˊ  ngieˇ,水蟻,落水天，大水蟻滿哪飛,下雨天，水蟻到處飛。,,名詞,,8生物
8-18,糖蜂仔,tong pungˋ er,蜜蜂,糖蜂仔當煞猛,蜜蜂很勤奮。,,名詞,,8生物
8-19,蜞蚻仔,ki cadˋ er,蟑螂,,,,名詞,,8生物
8-20,葉仔,rhabˋer,葉子,地泥下有一皮葉仔,地上有一片葉子。,,名詞,,8生物
8-21,花,faˋ,花,花園肚个花開來當靚,花園裡的花開得很美。,,名詞,,8生物
8-22,草,coˊ,草,草生到恁長，有閒去挷挷仔！,草長那麼長，有空去拔一拔！,,名詞,,8生物
8-23,包粟,bauˋ siug,玉米,包粟食起來當甜,玉米吃起來很甜。,,名詞,,8生物
8-24,茄仔(吊菜仔),kio er(diauˇcoiˇer),茄子,,,,名詞,,8生物
8-25,地豆,ti+  teu+,花生,地豆當香,花生很香。,,名詞,,8生物
8-26,苦瓜,fuˊ  guaˋ,苦瓜,,,,名詞,,8生物
8-27,柑仔,gamˋ er,橘子,,,,名詞,,8生物
8-28,弓蕉,giungˋ ziauˋ,香蕉,一托弓蕉,一串香蕉。,,名詞,,8生物
8-29,蘋果,linˋ goˇ,蘋果,食蘋果,吃蘋果。,,名詞,,8生物
8-30,西瓜,siˋ guaˋ,西瓜,西瓜切做一㼓一㼓,西瓜切成一片一片。,,名詞,,8生物
8-31,果子(水果),goˊziiˊ(shuiˊgoˊ),水果,,,,名詞,,8生物
8-32,角,gog,動物頭上或鼻前長出的角,"牛角。
羊角。","牛角。
羊角。",,名詞,,8生物
8-33,卵,lonˊ,蛋,鳥卵,鳥蛋。,,名詞,,8生物
8-34,翼胛,rhidˋ gab,翅膀,這鳥仔翼胛著傷，飛毋起來,這鳥的翅膀受傷，飛不起來。,,名詞,,8生物
8-35,動物,tung+ vudˋ,動物,有兜動物當得人惜,有些動物很可愛。,,名詞,,8生物
8-36,白菜,pagˋ coiˇ,小白菜,,,,名詞,,8生物
8-37,禾仔,vo er,稻子,田町有當多禾仔,田裡有很多稻子。,,名詞,,8生物
8-38,竹仔,zhug  er,竹子,剁竹仔,砍竹子。,,名詞,,8生物
8-39,樹仔,shu+  er,樹；木頭,"種兩頭樹仔
這凳仔係樹仔做个","種兩棵樹。
這椅子是木頭做的。",,名詞,,8生物
8-40,種,zhungˊ,種子；種類,"菜種
這做得留起來做種
鉛筆盒有恁多種，你自家擇！","菜種子。
這可以留起來當種子。
鉛筆盒有很多種，你自己挑！",,名詞,,8生物
8-41,聲,shangˋ,聲音,佢个聲當軟，人聽着心情已好,他的聲音很溫柔，聽了心情很好。,,名詞,數/量詞,8生物
9-1,暗,amˇ,晚；黑暗、不明亮,"仰恁暗還毋知好轉？
恁暗咧！好睡咧！
停電咧！裡背暗暗","怎麼這麼晚了還不回家？。
這麼晚了！該睡了！
停電了！裡面暗暗的。",,形容詞,,9自然與景觀
9-2,吹,chuiˋ,吹,"衫褲吹風盡遽燥
頭那毛愛吹燥來","衣服吹風很快就乾。
頭髮要吹乾。",,動詞,,9自然與景觀
9-3,出日頭,chud  ngid  teu ,出太陽,外背出日頭，已燒暖,外面出太陽，很暖和。,,動詞,,9自然與景觀
9-4,春天,chunˋtienˋ,春天,,,,名詞,,9自然與景觀
9-5,火,foˊ,火,隔壁火燒屋，還得人驚,隔壁火燒房子，很可怕。,,名詞,,9自然與景觀
9-6,風,fungˋ,風；氣,"起風咧！著領外衫，無斯會冷着哦！
車輪仔騎起來無風，毋知分麼个𨅔着","起風了！穿件外套，不然會感冒哦！
輪胎漏氣，不知道被什麼刺到。",,名詞,,9自然與景觀
9-7,好天,hoˊ  tienˋ,晴天,外背恁好天,外面天氣很好。,,形容詞,,9自然與景觀
9-8,河壩,ho baˇ,河,落大水，河壩水淰出來咧！,下大雨，河水滿出來了！,,名詞,,9自然與景觀
9-9,海,hoiˊ,海,海脣搞沙仔,海邊玩沙。,,名詞,,9自然與景觀
9-10,冷天,langˋ tienˋ,冬天,冷天過忒就春天咧！,冬天過完就是春天了！,,名詞,,9自然與景觀
9-11,水,shuiˊ,雨,落大水咧，你有帶遮仔無？,下大雨了，你有帶雨傘嗎？,,名詞,,9自然與景觀
9-12,煙,rhanˋ,煙,火燒屋，外背煙當大,房屋失火，外面煙很大。,,名詞,,9自然與景觀
9-13,雲,rhun,雲,天頂無麼个雲,天空沒什麼雲。,,名詞,,9自然與景觀
9-14,空氣,kungˋ hiˇ,空氣,莊下空氣當好,鄉下空氣很好。,,名詞,,9自然與景觀
9-15,落大水,logˋtai+ shuiˊ,下大雨,外背落大水，還響雷公,外面下大雨，還打雷。,,動詞,,9自然與景觀
9-16,泥,nai,泥巴,老妹搞到歸身泥轉，分阿姆罵,妹妹玩得全身是泥巴回家，被媽媽罵。,,名詞,,9自然與景觀
9-17,日頭,ngid  teu,太陽,日頭恁烈，在屋下尞較贏！,陽光正烈，在家裡休息比較好！,,名詞,,9自然與景觀
9-18,月光,ngiedˋ gongˋ,月亮,今晡日係舊曆十五，月光又大又圓,今天是農曆十五日，月亮又大又圓。,,名詞,,9自然與景觀
9-19,熱天,ngiedˋtienˋ,夏天,熱天洗冷水當鬆爽,夏天洗冷水澡很舒服。,,名詞,,9自然與景觀
9-20,平洋,piang  rhong,平原,較多人戴在平洋地區,比較多人住在平原地區。,,名詞,,9自然與景觀
9-21,青山,ciangˋsanˋ,青山,青山綠水,青山綠水。,,名詞,,9自然與景觀
9-22,秋天,ciuˋtienˋ,秋天,,,,名詞,,9自然與景觀
9-23,沙仔,saˋer,沙子,"目珠打着沙仔，當痛！
細人仔當好搞沙仔","沙子跑進眼睛，很痛！
小孩很愛玩沙。",,名詞,,9自然與景觀
9-24,石油,shagˋrhiu,石油,阿拉伯出產石油,阿拉伯出產石油。,,名詞,,9自然與景觀
9-25,石頭,shagˋteu,石頭,車仔分大石頭矺到綿綿,車子被大石頭壓得稀爛。,,名詞,,9自然與景觀
9-26,山,sanˋ,山,日頭落山，好轉咧！,太陽下山，該回去了！,,名詞,,9自然與景觀
9-27,星仔,siangˋer,星星,星仔瀉屎,流星。,,名詞,,9自然與景觀
9-28,溼,shib,溼,地泥溼溼,地板溼溼的。,,形容詞,,9自然與景觀
9-29,水,shuiˊ,水,"落水落無停，屋入水咧！
水暖好咧，遽去洗身！","下雨下不停，房子進水了！
水加熱好了，快去洗澡！",,名詞,,9自然與景觀
9-30,天,tienˋ,天,天地,天地。,,名詞,,9自然與景觀
9-31,虹,kiung+/fung,彩虹,落水過後，外背出虹,下雨過後，外面出現彩虹。,,名詞,,9自然與景觀
9-32,天時,tienˋshi,天氣,這駁仔天時變化當大,這陣子天氣變化很大。,,名詞,,9自然與景觀
9-33,天頂,tienˋdangˊ,天上、天空,鳥仔飛到天頂,鳥飛到天上。,,副詞,,9自然與景觀
9-34,田, tien,田,"田脣有當多草
阿公留下來个田，這下無人耕種咧！","田邊有很多草。
祖父留下來的田，現在沒人耕種了！",,名詞,,9自然與景觀
9-35,土地,tuˊ/tu  ti+ ,土地,該垤土地係叔公个,那塊土地是叔祖父的。,,名詞,,9自然與景觀
9-36,黃金,vong gimˋ,黃金,這下黃金已貴,現在黃金很貴。,,名詞,,9自然與景觀
9-37,烏陰,vuˋrhimˋ,陰,外背烏陰天，怕愛落水咧！,外面是陰天，也許要下雨了！,,形容詞,,9自然與景觀
9-38,雪,sied,雪,日本當會落雪,日本很常下雪。,,名詞,,9自然與景觀
9-39,洲,zhiuˋ,水中的陸塊；洲,"沙洲。
浮洲。
亞洲。
歐洲。","沙洲。
浮洲。
亞洲。
歐洲。",,名詞,,9自然與景觀
10-1,代表,toi+ biauˊ,代表,"這代表麼个，你知無？
老弟代表班項去比賽","這代表什麼，你知道嗎？
弟弟代表班上去比賽。",,動詞,,10法律、政治與軍事
10-2,臺灣,toi van,臺灣,臺灣人,臺灣人。,,名詞,,10法律、政治與軍事
10-3,政治,zhinˇchi+,政治,政治人物,政治人物。,,名詞,,10法律、政治與軍事
10-4,政府,zhinˇfuˊ,政府,政府愛尊重民眾,政府要尊重民眾。,,名詞,,10法律、政治與軍事
11-1,巴士,baˋ  sii+,公共汽車,坐巴士,坐巴士。,,名詞,,11通訊、建設與交通
11-2,排列,bai/pai liedˋ,排隊,買電影票愛排列仔,買電影票要排隊。,,動詞,,11通訊、建設與交通
11-3,飛行機（飛機）,fuiˋ hang giˋ(fuiˋgiˋ),飛機,坐飛行機,坐飛機。,,名詞,,11通訊、建設與交通
11-4,車牌,chaˋ pai,站牌；車輛牌照,"公車車牌
車牌搣毋見忒","公車站牌。
牌照弄不見。",,名詞,,11通訊、建設與交通
11-5,車頭(車站),chaˋ teu(chaˋzhamˇ),車站,臺北車頭,臺北車站。,,名詞,,11通訊、建設與交通
11-6,車,chaˋ,車子,阿哥昨晡日牽新車,哥哥昨天領新車。,,名詞,,11通訊、建設與交通
11-7,自行車,cii+ hang chaˋ,腳踏車,騎自行車愛注意車仔,騎自行車要注意車子。,,名詞,,11通訊、建設與交通
11-8,住址,chuˇzhiˊ,住址,住址留下來，正好尋你,留一下住址，才方便找你。,,名詞,,11通訊、建設與交通
11-9,擋仔,dongˇ er,煞車（名詞）,踏擋仔,踩煞車。,,名詞,,11通訊、建設與交通
11-10,飛機場,fuiˋ giˋ chong,機場,臺灣最大个飛機場在桃園,臺灣最大的機場在桃園。,,名詞,,11通訊、建設與交通
11-11,火車,foˊ chaˋ,火車,坐火車去花蓮,坐火車去花蓮。,,名詞,,11通訊、建設與交通
11-12,火車頭,foˊchaˋteu,火車站,火車頭該位當鬧熱,火車站那裡很熱鬧。,,名詞,,11通訊、建設與交通
11-13,紅毛泥,fung moˋ nai,水泥,攪紅毛泥,攪拌水泥。,,名詞,,11通訊、建設與交通
11-14,計程車(他庫西),geˇ chang chaˋ(ta+ ku siˋ),計程車,落大水，打電話喊計程車好咧！,下大雨，打電話叫計程車好了！,,名詞,,11通訊、建設與交通
11-15,街,gaiˋ,街,佢戴在中央二街,他住在中央二街。,,名詞,,11通訊、建設與交通
11-16,高鐵,goˋ tied,高速鐵路,坐高鐵出差當利便,坐高鐵出差很方便。,,名詞,,11通訊、建設與交通
11-17,廣告,gongˊ goˇ,廣告,這廣告花忒不少錢哦？,這廣告花了不少錢哦？,,名詞,,11通訊、建設與交通
11-18,公園,gungˋ rhan,公園,老人家在公園町行棋,老人家在公園裡下棋。,,名詞,,11通訊、建設與交通
11-19,汽車,hiˇchaˋ,汽車,,,,名詞,,11通訊、建設與交通
11-20,巷仔,hong+ er,巷子,"臺北市有當多巷仔
細巷仔當暗，你斯愛細義","臺北市有很多巷弄。
小巷子很暗，你要小心。",,名詞,,11通訊、建設與交通
11-21,泅水池,ciu shuiˊchi,游泳池,去泅水池尋教練學泅水,去游泳池找教練學游泳。,,名詞,,11通訊、建設與交通
11-22,區,kiˋ,區,佢戴士林區,他住士林區。,,名詞,,11通訊、建設與交通
11-23,騎,ki,騎,"騎車仔愛注意安全
這自行車恁高，等你較大正做得騎","騎車要注意安全。
這自行車那麼高，等你比較大時才可以騎。",,動詞,,11通訊、建設與交通
11-24,橋,kiau,橋,這條橋舊年分大水打走,這座橋去年被大水沖走。,,名詞,,11通訊、建設與交通
11-25,樓,leu,樓,佢戴十二樓,他住十二樓。,,名詞,,11通訊、建設與交通
